HBL
8124559.249	3980624.298
8124564.926	3980647.885
8124579.854	3980646.401
8124581.346	3980650.88
8124584.93	3980652.07
8124589.706	3980651.174
8124590.006	3980647.297
8124590.006	3980644.903
8124592.689	3980644.609
8124599.257	3980672.969

C2
8124985.892	3980951.202
8125002	3980945.867
8125012.453	3980950.641
8125007.967	3980959.6
8125012.742	3980962.287
8125014.245	3980967.369
8125017.529	3980963.785
8125019.332	3980968.519
8125015.436	3980970.35
8125016.627	3980974.242
8125013.065	3980979.858
8125021.703	3980984.391
8125019.911	3980993.042
8125016.349	3980999.273
8125001.098	3981004.087
8124994.252	3981000.169
8124993.94	3980996.332
8124988.875	3980993.898
8124993.35	3980985.835
8124987.373	3980981.395
8124986.783	3980978.962
8124983.187	3980980.205
8124980.816	3980974.79
8124985.87	3980976.02
8124984.378	3980970.952
8124988.263	3980965.577
8124979.903	3980960.496
8124982.296	3980957.808
8124985.892	3980951.202

RIMMS
8124911.241	3981152.741
8124909.159	3981147.071
8124899.597	3981151.845
8124894.821	3981142.592
8124871.834	3981152.139
8124873.916	3981158.116
8124866.157	3981162.89
8124866.457	3981168.266
8124855.414	3981173.039
8124859.288	3981183.79
8124871.533	3981179.017
8124869.741	3981176.329
8124875.697	3981173.695
8124878.38	3981178.468
8124887.641	3981174.577
8124899.285	3981169.509
8124898.105	3981165.885
8124908.258	3981162.302
8124904.963	3981156.672
8124911.241	3981152.741

CENTRAL AC
8125286.299	3981220.683
8125302.574	3981226.781
8125310.8	3981204.824
8125294.536	3981198.727
8125286.299	3981220.683

FATIMA HOSTEL
8125339.109	3981306.21
8125487.798	3981235.138
8125527.216	3981317.55
8125517.064	3981327.699
8125488.522	3981340.483
8125489		3981346.22
8125459.735	3981361.143
8125394.045	3981370.102
8125368.965	3981357.559
8125339.109	3981306.21

GYM
8125545.729	3981253.659
8125600.665	3981230.365
8125581.674	3981193.578
8125527.216	3981216.632
8125545.729	3981253.659

ZAINAB HOSTEL
8125676.262	3981310.449
8125673.279	3981298.508
8125672.088	3981291.929
8125663.126	3981290.137
8125665.041	3981285.002
8125664.317	3981280.59
8125658.351	3981281.78
8125659.542	3981277.006
8125643.545	3981269.478
8125626.101	3981297.305
8125631.478	3981301.49
8125628.495	3981306.264
8125632.191	3981313.672
8125631.478	3981322.391
8125659.542	3981339.707
8125668.626	3981325.011
8125673.279	3981319.997
8125671.486	3981315.223
8125676.262	3981310.449

FATIMA HOSTEL
8125582.82	3981320.318
8125630.131	3981245.462
8125671.197	3981170.084
8125755.933	3981227.262
8125714.868	3981293.815
8125742.197	3981312.776
8125732.634	3981319.342
8125735.629	3981327.699
8125711.751	3981339.56
8125708.634	3981330.721
8125657.683	3981368.15
8125582.82	3981320.318

SEECS FACULTY BLOCK
8125251.422	3980989.766
8125284.106	3980974.349
8125285.731	3980978.146
8125289.037	3980976.689
8125289.193	3980976.916
8125289.393	3980977.063
8125289.56	3980977.21
8125289.794	3980977.304
8125289.995	3980977.371
8125290.162	3980977.424
8125290.395	3980977.491
8125290.607	3980977.544
8125290.907	3980977.611
8125291.308	3980977.651
8125291.675	3980977.678
8125292.098	3980977.651
8125292.432	3980977.625
8125292.889	3980977.504
8125293.334	3980977.237
8125293.846	3980976.929
8125294.269	3980976.541
8125294.548	3980976.14
8125294.748	3980975.846
8125294.915	3980975.499
8125295.037	3980975.218
8125295.115	3980974.857
8125295.182	3980974.509
8125295.271	3980974.068
8125296.295	3980973.667
8125299.857	3980972.37
8125298.6	3980969.214
8125331.528	3980954.331
8125320.786	3980929.674
8125302.607	3980938.593
8125300.993	3980935.223
8125289.716	3980940.411
8125284.54	3980942.845
8125283.527	3980941.949
8125282.859	3980941.281
8125281.913	3980940.772
8125281.011	3980940.652
8125280.354	3980940.492
8125279.553	3980940.465
8125278.885	3980940.625
8125278.64	3980940.706
8125278.273	3980940.813
8125277.794	3980940.96
8125277.326	3980941.307
8125276.625	3980942.123
8125275.957	3980942.858
8125275.478	3980943.661
8125275.59	3980944.557
8125273.23	3980949.865
8125270.881	3980950.921
8125269.011	3980949.183
8125268.187	3980949.571
8125267.497	3980948.662
8125264.424	3980950.146
8125253.315	3980955.535
8125255.463	3980959.573
8125241.07	3980965.898
8125251.422	3980989.766

NUST AUDITORIUM
8125511.42	3980995.623
8125524.556	3980981.288
8125531.725	3980968.746
8125535.309	3980953.823
8125553.822	3980955.615
8125555.013	3980961.579
8125571.143	3980968.157
8125575.919	3980962.782
8125583.088	3980969.348
8125586.071	3980976.515
8125579.503	3980978.908
8125580.694	3980987.266
8125580.694	3980993.229
8125578.902	3980999.808
8125590.847	3981005.772
8125584.279	3981018.315
8125574.728	3981026.672
8125571.143	3981018.315
8125565.766	3981015.921
8125552.029	3981018.916
8125544.271	3981017.713
8125534.708	3981014.129
8125526.348	3981010.546
8125518.589	3981003.98
8125511.42	3980995.623

ADMIN OFFICE
8124635.269	3981190.958
8124638.998	3981196.627
8124631.384	3981203.353
8124628.545	3981199.77
8124626.007	3981201.107
8124625.562	3981204.249
8124621.677	3981202.752
8124621.087	3981204.396
8124613.172	3981202.003
8124614.664	3981197.831
8124609.888	3981197.831
8124607.795	3981188.577
8124610.935	3981188.417
8124613.317	3981185.89
