8124812.857,3981080.052
8124758.221,3981065.717
8124757.62,3981069.007
8124753.735,3981067.817
8124737.616,3981063.337
8124737.015,3981067.215
8124729.256,3981065.423
8124729.857,3981062.134
8124709.252,3981056.758
8124707.76,3981061.545
8124711.345,3981062.441
8124709.552,3981070.799
8124704.777,3981069.608
8124702.684,3981077.07
8124705.066,3981079.156
8124702.684,3981086.029
8124700.291,3981086.029
8124695.816,3981104.241
8124744.785,3981116.784
8124744.184,3981120.368
8124799.12,3981134.395
8124812.857,3981080.052
